IATA,Name
GER,Rafael Cabrera
GES,General Santos International
GET,Geraldton
GEV,Gallivare
GEW,Gewoia
GEX,Geelong
GEY,South Big Horn County
GFA,Malmstrom AFB
GFB,Togiak Fish
GFD,Pope Field
GFE,Grenfell
GFF,Griffith
GFK,Grand Forks
GFL,Warren County
GFN,Grafton
GFO,Bartica
GFR,Granville
GFY,Grootfontein
GGC,Lumbala
GGD,Gregory Downs
GGE,Georgetown
GGG,Kilgore
GGL,Gilgal
GGN,Gagnoa
GGO,Guiglo
GGR,Garoe
GGS,Gobernador Gregores
GGT,Exuma International
GGW,International
GHA,Noumerate
GHB,Governors Harbour
GHC,Great Harbour
GHD,Ghimbi
GHE,Garachine
GHF,Giebelstadt
GHK,Gush Katif
GHM,Municipal
GHN,Guanghan
GHT,Ghat
GHU,Gualeguaychu
GIB,North Front
GIC,Boigu Island
GID,Gitega
GIF,Gilbert Field
GIG,Galeão–antonio Carlos Jobim International Airport
GII,Siguiri
GIL,Gilgit
GIM,Miele Mimbale
GIR,Girardot
GIS,Gisborne
GIT,Geita
GIU,Sigiriya Slaf Base
GIY,Giyani
GIZ,Jazan
GJA,Guanaja
GJL,Jijel
GJM,Guajara-Mirim
GJR,Gjogur
GJT,Walker Field
GKA,Goroka
GKE,Geilenkirchen
GKH,Gorkha
GKL,Great Keppel Island
GKN,Gulkana
GKO,Kongoboumba
GKT,Gatlinburg
GLA,Glasgow International
GLC,Geladi
GLD,Renner Field
GLE,Municipal
GLF,Golfito
GLG,Glengyle
GLH,Greenville
GLI,Glen Innes
GLK,Galcaio
GLL,Klanten Arpt
GLM,Glenormiston
GLN,Goulimime
GLO,Gloucestershire
GLP,Gulgubip
GLQ,Glennallen
GLR,Otsego County
GLS,Scholes Field
GLT,Gladstone
GLV,Golovin
GLW,Municipal
GLX,Galela
GLY,Goldsworthy
GLZ,Gilze-Rijen
GMA,Gemena
GMB,Gambela
GMC,Guerima
GME,Gomel
GMI,Gasmata Island
GMM,Gamboma
GMN,Greymouth
GMR,Gambier Is
GMS,Guimaraes
GMT,Granite Mountain
GMU,Greenville Downtown
GMV,Monument Valley
GMY,Rheindahlen
GMZ,La Gomera
GNA,Grodna
GNB,Grenoble-isere Airport (St Geoirs)
GND,Point Salines International
GNE,Ghent
GNG,Gooding
GNI,Green Island
GNM,Guanambi
GNN,Ghinnir
GNR,General Roca
GNS,Binaka
GNT,Milan
GNU,Goodnews Bay
GNV,Gainesville Regional
GNZ,Ghanzi
GOA,Cristoforo Colombo
GOB,Goba
GOC,Gora
GOE,Gonalia
GOF,Goodfellow AFB
GOG,Gobabis
GOH,Nuuk
GOI,Dabolim
GOJ,Strigino
GOK,Guthrie
GOL,State
GOM,Goma
GON,New London
GOO,Goondiwindi
GOP,Gorakhpur
GOQ,Golmud
GOR,Gore
GOS,Gosford
GOT,Landvetter
GOU,Garoua
GOV,Nhulunbuy
GOY,Amparai
GOZ,Gorna Oriahovitsa
GPA,Araxos Airport
GPB,Tancredo Thomaz Faria
GPI,Guapi
GPL,Guapiles
GPN,Garden Point
GPO,General Pico
GPS,Baltra
GPT,Gulfport-Biloxi International
GPZ,Grand Rapids
GQJ,RAF Station
GQQ,Galion
GRA,Gamarra
GRB,Austin-straubel Field
GRC,Grand Cess
GRD,Greenwood
GRE,Municipal
GRF,Gray Aaf
GRG,Gardez
GRH,Garuahi
GRI,Grand Island
GRJ,George
GRK,Gray Aaf
GRL,Garasa
GRM,Devils Track
GRN,Gordon
GRO,Girona-Costa Brava
GRP,Gurupi
GRQ,Eelde
GRR,Kent County Intl
GRS,Baccarini
GRT,Gujrat
GRU,Guarulhos Intl
GRV,Groznyj
GRW,Graciosa Island
GRX,Granada
GRY,Grimsey
GRZ,Thalerhof
GSA,Long Pasia
GSB,Seymour Johnson AFB
GSC,Gascoyne Junction
GSE,Gothenburg City Airport
GSH,Goshen
GSI,Guadalcanal
GSL,Taltheilei Narrows
GSM,Gheshm
GSN,Mount Gunson
GSO,Piedmont Triad Intl
GSP,Greenville Spartanbur Int&#039;l Airport
GSQ,Shark Elowainat
GSR,Gardo
GSS,Sabi Sabi
GST,Gustavus Arpt
GSU,Gedaref
GSY,Binbrook
GTA,Gatokae Aerodrom
GTB,Genting
GTC,Green Turtle
GTE,Alyangula
GTF,International
GTG,Municipal
GTI,Guettin
GTK,Sungei Tekai
GTN,Glentanner
GTO,Tolotio
GTR,Golden Triangle Reg.
GTS,Granites
GTT,Georgetown
GTW,Holesov
GTY,Gettysburg
GUA,La Aurora
GUB,Guerrero Negro
GUC,Gunnison
GUD,Goundam
GUE,Guriaso
GUF,Edwards
GUG,Guari
GUH,Gunnedah
GUI,Guiria
GUJ,Guaratingueta
GUL,Goulburn
GUN,Gunter AFB
GUO,Gualaco
GUP,Senator Clark
GUQ,Guanare
GUR,Gurney
GUS,Grissom Afb
GUT,Guetersloh
GUU,Grundarfjordur
GUV,Mougulu
GUW,Atyrau International
GUX,Guna
GUY,Guymon
GUZ,Guarapari
GVA,Geneve-cointrin
GVE,Municipal
GVI,Green River
GVL,Lee Gilmer Memorial
GVP,Greenvale
GVR,Governador Valadares
GVT,Majors Field
GVW,Richards-Gebaur
GVX,Sandviken
GWA,Gwa
GWD,Gwadar
GWE,Gweru
GWL,Gwalior
GWN,Gnarowein
GWO,Leflore
GWS,Glenwood Springs
GWT,Westerland - Sylt
GWV,Glendale
GWW,Raf Gatow
GWY,Carnmore
GXF,Seiyun
GXG,Negage
GXH,NAF
GXQ,Ten. Vidal
GXX,Yagoua
GXY,Weld County
GYA,Guayaramerin
GYD,Heydar Aliyev
GYE,Simon Bolivar
GYI,Gisenyi
GYL,Argyle
GYM,Gen Jose M Yanez
GYN,Santa Genoveva
GYP,Gympie
GYR,Litchfield
GYS,Guang Yuan
GYY,Gary/Chicago International
GZI,Ghazni
GZM,Gozo Heliport
GZO,Gizo
GZT,Gaziantep
GZW,Ghazvin
HAA,Hasvik
HAB,Marion County
HAC,Hachijo Jima
HAD,Halmstad
HAE,Havasupai
HAF,Half Moon
HAH,Prince Said Ibrahim In
HAI,Dr Haines
HAJ,Hanover Arpt
HAK,Haikou
HAL,Halali
HAM,Hamburg Airport
HAN,Noibai International
HAO,Hamilton
HAP,Long Island
HAQ,Hanimaadhoo
HAR,Capital City
HAS,Hail
HAT,Heathlands
HAU,Haugesund
HAV,Jose Marti Intl
HAW,Haverfordwest
HAX,Hatbox Field
HAY,Haycock
HAZ,Hatzfeldthaven
HBA,Hobart
HBB,Industrial Airpark
HBC,Hanus Bay
HBD,Habi
HBE,Borg El Arab
HBG,The Hattiesburg-Bobby L. Chain Mun.
HBH,Hobart Bay
HBI,Harbour Island
HBL,Babelegi Heliport
HBN,Flamingo
HBO,Municipal
HBR,Hobart
HBT,Hafr Albatin
HBX,Hubli
HCA,Howard County
HCB,Shoal Cove
HCC,Columbia County
HCM,Eil
HCN,Hengchun
HCQ,Halls Creek
HCR,Holy Cross
HCS,Randburg Heliport
HCW,Cheraw
HDA,Hidden Falls
HDB,Heidelberg
HDD,Hyderabad
HDE,Brewster Field
HDF,Heringsdorf
HDH,Dillingham Airfield
HDM,Hamadan
HDN,Yampa Valley
HDR,Havadarya
HDS,Hoedspruit Airport
HDY,Hat Yai
HEA,Herat
HEB,Henzada
HED,Herendeen
HEE,Thompson-Robbins
HEH,Heho
HEI,Heide-Buesum
HEK,Heihe
HEL,Helsinki-Vantaa
HEM,Helsinki-malmi
HEN,Hendon
HEO,Haelogo
HER,Nikos Kazantzakis Airport
HES,State
HET,Hohhot
HEV,Huelva
HEW,Hellinikon (Closed)
HEX,Santo Domingo Herrera
HEY,Hanchey Army Heliport
HEZ,Hardy-Anders
HFA,Haifa
HFD,Brainard
HFE,Shanghai
HFF,Mackall AAF
HFN,Hornafjordur
HFS,Hagfors
HFT,Hammerfest
HGA,Hargeisa
HGD,Hughenden
HGH,Hangzhou
HGI,Higlieg
HGL,Helgoland
HGN,Mae Hong Son
HGO,Korhogo
HGR,Wash. County Regional
HGS,Hastings
HGT,Hunter AAF
HGU,Kagamuga
HGZ,Hogatza
HHA,Huanghua International
HHE,Hachinohe
HHH,Hilton Head
HHI,Wheeler AFB
HHN,Frankfurt-Hahn
HHP,H K Heliport
HHQ,Hua Hin Airport
HHR,Hawthorne
HHZ,Hikueru
HIB,Chisholm
HIC,Iscor Heliport
HID,Horn Island
HIE,Regional
HIF,Hill Afb
HIG,Highbury
HIH,Hook Island
HII,Municipal
HIJ,International
HIK,Hickam AFB
HIL,Shillavo
HIM,Hingurakgoda
HIN,Sacheon
HIO,Portland
HIP,Headingly
HIR,Henderson Intl
HIS,Hayman Island
HIT,Hivaro
HIW,Hiroshima West
HIX,Hiva Oa
HJJ,Zhi Jiang
HJR,Khajuraho
HJT,Khujirt
HKA,Municipal
HKB,Healy Lake
HKD,Hakodate
HKG,Hong Kong International
HKK,Hokitika Arpt
HKN,Hoskins
HKS,Hawkins Field
HKT,Phuket International
HKV,Haskovo
HKY,Hickory
HLA,Lanseria
HLB,Hillenbrand
HLC,Hill City
HLD,Hailar
HLF,Hultsfred - Vimmerby
HLG,Ohio County
HLH,Ulanhot
HLI,Hollister
HLL,Hillside
HLM,Park Township
HLN,Helena
HLP,Halim Perdana Kusuma
HLR,Fort Hood AAF
HLS,St Helens
HLT,Hamilton
HLU,Houailou
HLV,Helenvale
HLW,Hluhluwe
HLY,Anglesey Airport
HLZ,Hamilton
HMA,Khanty-Mansiysk
HME,Oued Irara Apt
HMG,Hermannsburg
HMI,Hami
HMJ,Khmelnitskiy
HMN,Holloman AFB
HMO,Gen Pesqueira Garcia
HMR,Hamar Arpt
HMS,Homeshore
HMT,Ryan Field
HMV,Hemavan
HNA,Hanamaki
HNB,Municipal
HNC,Hatteras
HND,Haneda
HNE,Tahneta Pass
HNG,Hienghene
HNH,Hoonah
HNI,Heiweni
HNK,Hinchinbrook Island
HNL,Honolulu International
HNM,Hana
HNN,Honinabi
HNO,Hercegnovi
HNS,Municipal
HNX,Hanna
HNY,Hengyang
HOA,Hola
HOB,Lea County
HOC,Komako
HOD,Hodeidah Arpt
HOE,Houeisay
HOF,Alahsa
HOG,Frank Pais
HOH,Hohenems
HOI,Hao Island
HOK,Hooker Creek
HOL,Holikachu
HOM,Homer
HON,Howes
HOO,Nhon Co
HOP,Campbell AAF
HOQ,Hof
HOR,Horta
HOS,Oscar Reguera
HOT,Memorial Field
HOU,William P Hobby
HOV,Hovden
HOW,Howard Afb
HOX,Homalin
HOY,Hoy Island
HPB,Hooper Bay
HPE,Hope Vale
HPH,Catbi
HPN,Westchester County Apt
HPP,Poipet
HPR,Central Hpr
HPT,Municipal
HPV,Princeville
HPY,Baytown
HQM,Bowerman
HRA,Mansehra
HRB,Harbin
HRC,Zhairem
HRE,Harare
HRG,Hurghada
HRJ,Chaurjhari
HRK,Kharkov
HRL,Valley International
HRN,Heliport
HRO,Boone County
HRR,Herrera
HRS,Harrismith Airport
HRT,Linton-On-Ouse
HRY,Henbury
HRZ,Horizontina
HSB,Raleigh
HSC,Shaoguan
HSG,Saga
HSH,Henderson Sky Harbor
HSI,Hastings
HSK,Huesca
HSL,Huslia
HSM,Horsham
HSN,Zhoushan
HSP,Ingalls Field
HSS,Hissar
HST,AFB
HSV,Huntsville International - Carl T. Jones Field Airport
HSZ,Hsinchu
HTA,Chita
HTB,Terre-de-Bas
HTF,Hatfield
HTG,Hatanga
HTH,Hawthorne
HTI,Hamilton Island
HTL,Roscommon County
HTM,Khatgal
HTN,Hotan
HTO,East Hampton
HTR,Hateruma
HTS,Tri-State/Milton
HTU,Hopetoun
HTW,Lawrence County Airpark
HTZ,Hato Corozal
HUA,Redstone AAF
HUB,Humbert River
HUC,Humacao Arpt
HUD,Humboldt
HUE,Humera
HUF,Hulman Field
HUG,Huehuetenango
HUH,Huahine
HUI,Phu Bai
HUJ,Hugo
HUK,Hukuntsi
HUL,International
HUM,Terrebonne
HUN,Hualien
HUQ,Houn
HUS,Municipal
HUT,Hutchinson
HUU,Huanuco
HUV,Hudiksvall
HUX,Huatulco
HUY,Humberside International
HUZ,Huizhou
HVA,Analalava
HVB,Hervey Bay
HVD,Khovd
HVE,Intermediate
HVG,Valan
HVK,Holmavik
HVM,Hvammstangi
HVN,New Haven
HVR,City County
HVS,Municipal
HWA,Hawabango
HWD,Air Terminal
HWI,SPB
HWK,Wilpena Pound
HWN,Hwange Nat Park
HWO,North Perry
HXX,Hay
HYA,Barnstable
HYC,High Wycombe
HYD,Rajiv Gandhi Airport
HYF,Hayfields
HYG,SPB
HYL,SPB
HYN,Huangyan
HYR,Municipal
HYS,Municipal
HYV,Hyvinkaa
HZB,Merville/Calonne
HZG,Hanzhong
HZH,Liping
HZK,Husavik
HZL,Hazleton
HZV,Hazyview
IAA,Igarka
IAB,Mcconnell AFB
IAD,Washington Dulles International
IAG,International
IAH,George Bush Intercontinental
IAM,In Amenas
IAN,Bob Barker Memorial
IAQ,Bahregan
IAR,Tunoshna
IAS,Iasi
IAU,Iaura
IBA,Ibadan
IBE,Ibague
IBI,Iboki
IBL,Indigo Bay Lodge
IBO,Ibo
IBP,Iberia
IBZ,Ibiza
ICA,Icabaru
ICI,Cicia
ICK,Nieuw Nickerie
ICL,Municipal
ICN,Incheon International
ICO,Sicogon Island
ICR,Nicaro
ICT,Mid-Continent
ICY,Icy Bay
IDA,Fanning Field
IDB,Idre
IDC,Ila Da Chilonzuene
IDF,Idiofa
IDG,Municipal
IDI,ndiana County Airport (Jimmy Stewart Field)
IDK,Indulkana
IDN,Indagen
IDO,Rio
IDP,Independence
IDR,Devi Ahilyabai Holkar
IEG,Babimost
IEJ,Iejima
IES,Riesa
IEV,Zhulhany
IFA,Iowa Falls
IFF,Iffley
IFH,Hesa
IFJ,Isafjordur
IFL,Innisfail
IFN,Shahid Beheshti
IFO,Ivano-Frankovsk
IFP,Laughlin Bullhead Intl
IGA,Inagua
IGB,Ingeniero Jacobacci
IGE,Iguela
IGG,Igiugig
IGH,Ingham
IGL,Cigli Military Arpt
IGM,Kingman
IGN,Maria Cristina
IGO,Chigorodo
IGR,Cataratas
IGS,Ingolstadt-manching
IGU,Cataratas
IHA,Niihama
IHC,Inhaca
IHN,Qishn
IHO,Ihosy
IHR,Iran Shahr
IHU,Ihu
IIA,Inishmaan
IIL,Ilaam
IIN,Nishinoomote
IIS,Nissan Island
IJK,Izhevsk
IJU,J. Batista Bos Filho Airport
IJX,Municipal
IKB,Wilkes County
IKI,Iki
IKK,Greater Kankakee
IKL,Ikela
IKO,Nikolski AFS
IKP,Inkerman
IKS,Tiksi
IKT,Irkutsk
ILA,Illaga
ILB,Ilha Solteira
ILE,Municipal
ILF,Ilford
ILG,Greater Wilmington
ILH,Illis Airbase
ILI,Iliamna
ILK,Ilaka
ILL,Willmar
ILM,Wilmington International
ILN,Clinton Field
ILO,Mandurriao
ILP,Ile Des Pins
ILQ,Ilo
ILR,Ilorin
ILU,Kilaguni
ILX,Ileg
ILY,Glenegedale
ILZ,Zilina
IMA,Iamalele
IMB,Imbaimadai
IMD,Imonda
IMF,Municipal
IMG,Inhaminga
IMI,Ine Island
IMK,Simikot
IML,Imperial
IMM,Immokalee
IMN,Imane
IMO,Zemio
IMP,Imperatriz
IMT,Ford
IMZ,Nimroz
INA,Inta
INB,Independence
INC,Yinchuan
IND,Indianapolis International
INE,Chinde
INF,Newark Liberty International
ING,Lago Argentino
INH,Inhambane
INI,Constantine The Great International
INJ,Injune
INK,Wink
INL,Falls Intl
INM,Innamincka
INN,Innsbruck-kranebitten
INO,Inongo
INQ,Inisheer
INR,Kincheloe AFB
INS,Af Aux
INT,Smith-Reynolds
INU,Nauru International
INV,Inverness
INW,Winslow-Lindbergh
INX,Inanwatan
INY,Inyati
INZ,In Salah
IOA,Ioannina
IOK,Iokea
IOM,Ronaldsway
ION,Impfondo
IOP,Ioma
IOR,Kilronan
IOS,Eduardo Gomes
IOU,Ile Ouen
IOW,Iowa City
IPA,Ipota
IPC,Mataveri
IPE,Ipil
IPG,Ipiranga
IPH,Sultan Azlan Shah Airport
IPI,San Luis
IPL,Imperial County
IPN,Usiminas
IPT,Lycoming County
IPU,Ipiau
IPW,Ipswich (Closed)
IQM,Qiemo
IQN,Qingyang
IQQ,Cavancha
IQT,C.F. Secada
IRA,Kirakira
IRB,Municipal
IRC,Circle City
IRD,Ishurdi
IRE,Irece
IRG,Lockhart River
IRI,Nduli
IRJ,Capitan Vicente Almando
IRK,Municipal
IRN,Iriona
IRO,Birao
IRP,Matari
IRS,Kirsch Municipal
ISA,Mount Isa
ISB,Islamabad International
ISC,St Marys
ISD,Iscuande
ISE,Isparta
ISG,Ishigaki
ISH,Ischia
ISI,Isisford
ISJ,Isla Mujeres
ISK,Gandhinagar Arpt
ISL,Isabel Pass
ISM,Kissimmee Gateway
ISN,Sloulin Field Intl
ISO,Stallings Field
ISP,Long Island Mac Arthur
ISQ,Schoolcraft County
ISS,Wiscasset
IST,Ataturk
ISW,Alexander Field
ITA,Itacoatiara
ITB,Itaituba
ITE,Itubera
ITH,Tompkins County
ITI,Itambacuri
ITK,Itokama
ITM,Itami
ITN,Itabuna
ITO,Hilo International
ITP,Itaperuna
ITQ,Itaqui
ITR,Hidroeletrica
IUE,Hanan
IUL,Ilu
IUM,Summit Lake
IUS,Inus
IVA,Ambanja
IVC,Invercargill
IVG,Ivangrad
IVH,Ivishak
IVL,Ivalo
IVO,Chivolo
IVR,Inverell
IVW,Inverway
IWA,Ivanovo
IWD,Gogebic County
IWJ,Iwami
IWO,Iwo Jima Airbase
IWS,West Houston
IXA,Singerbhil
IXB,Bagdogra
IXC,Chandigarh
IXD,Bamrauli
IXE,Bajpe
IXG,Sambre
IXH,Kailashahar
IXI,Lilabari
IXJ,Satwari
IXK,Keshod
IXL,Bakula Rimpoche
IXM,Madurai
IXN,Khowai
IXP,Pathankot
IXQ,Kamalpur
IXR,Birsa Munda International
IXS,Kumbhirgram
IXT,Pasighat
IXU,Chikkalthana
IXV,Along
IXW,Sonari
IXY,Kandla
IXZ,Port Blair
IYK,Kern County
IZO,Izumo
IZT,Ixtepec
JAA,Jalalabad
JAB,Jabiru
JAC,Jackson Hole
JAD,Jandakot
JAE,Technology Park
JAF,Kankesanturai
JAG,Jacobabad
JAH,Agora Helipad
JAI,Sanganeer
JAJ,Perimeter Mall
JAK,Jacmel
JAL,Jalapa
JAM,Jambol
JAN,Jackson-evers
JAO,Beaver Ruin
JAP,Punta Renes
JAQ,Jacquinot Bay
JAR,Jahrom
JAS,County
JAT,Jabot
JAU,Jauja
JAV,Ilulissat
JAX,Jacksonville
JBC,Boston City Heliport
JBK,Berkeley
JBP,Commerce Bus. Plaza
JBR,Jonesboro
JBS,Hacienda Bus.Park H/P
JBT,City Landing
JCA,Croisette Heliport
JCB,Joacaba
JCC,China Basin Heliport
JCD,Downtown Heliport
JCE,Convention Center H/P
JCH,Qasigiannguit
JCI,New Century Aircenter Airport
JCJ,Chuja Heliport
JCK,Julia Creek
JCM,Jacobina
JCN,Heliport
JCO,Heliport
JCR,Jacareacanga
JCT,Kimble County
JCU,Ceuta Heliport
JCX,Citicorp Plaza H/P
JCY,Johnson
JDA,John Day
JDB,Downtown Heliport
JDF,Francisco De Assis
JDH,Jodhpur
JDM,Downtown Heliport
JDN,Jordan
JDO,Regional Do Cariri
JDP,Heliport De Paris
JDT,Downtown Heliport
JDX,Central Bus. District
JDY,Heliport
JDZ,Jingdezhen
JED,King Abdulaziz International
JEE,Jeremie
JEF,Memorial
JEG,Aasiaat
JEJ,Jeh
JEM,Heliport
JEQ,Jequie
JER,Jersey
JEV,Heliport
JFK,John F Kennedy Intl
JFM,Heliport
JFN,Ashtabula
JFR,Frederikshab
JGA,Govardhanpur
JGB,Jagdalpur
JGC,Heliport
JGE,Heliport
JGL,Galleria Heliport
JGN,Jiayuguan
JGO,Qeqertarsuaq
JGP,Greenway Plaza H/P
JGQ,Transco Twr Galleria
JGR,Heliport
JGS,Ji An/Jing Gang Shan
JGX,Heliport
JHB,Sultan Ismail Intl
JHC,Island Heliport
JHE,Heliport
JHG,Gasa
JHM,Kapalua
JHQ,Shute Harbour H/P
JHS,Sisimiut
JHW,Jamestown
JHY,Hyatt Regency H/P
JIA,Juina
JIB,Ambouli
JID,City Of Industry H/P
JIJ,Jigiga
JIK,Ikaria
JIL,Jilin
JIM,Jimma
JIN,Jinja
JIO,Intl Heliport
JIP,Jipijapa
JIR,Jiri
JIU,Jiujiang
JIW,Jiwani
JJI,Juanjui
JJN,Jinjiang
JJU,Heliport
JKG,Axamo
JKH,Chios
JKR,Janakpur
JKT,Soekarno-hatta Intl
JKV,Cherokee County
JLA,Quartz Creek
JLB,Heliport
JLD,Heliport
JLH,US Army Heliport
JLN,Joplin Regional
JLO,Jesolo
JLP,Juan Les Pins
JLR,Jabalpur
JLS,Jales
JLX,Union Station H/P
JMA,Marriot Astrodome
JMB,Jamba
JMC,Marin County
JMD,Market Centre H/P
JMH,Marriott Heliport
JMK,Mikonos
JMM,Malmo Harbour Heliport
JMN,Municipal Heliport
JMO,Jomsom
JMS,Jamestown
JMU,Jiamusi
JMY,Mammy Yoko Heliport
JNA,Januaria
JNG,Jining
JNH,North Park Inn H/P
JNI,Junin
JNN,Nanortalik
JNP,Heliport
JNS,Heliport
JNU,Boundary Bay
JNX,Naxos Airport
JNZ,Jinzhou
JOC,Centerport Heliport
JOE,Joensuu
JOG,Adisutjipto
JOH,Port Saint Johns
JOI,Lauro Carneiro De Loyola
JOK,Joshkar-Ola
JOL,Jolo
JOM,Njombe
JON,Johnston Island
JOP,Josephstaal
JOR,The City Heliport
JOS,Jos
JOT,Municipal
JPA,Castro Pinto
JPD,Heliport
JPN,Pentagon Army
JPR,Ji-Parana
JPT,Park Ten Heliport
JPU,La Defense Heliport
JQA,Qaarsut
JQE,Jaque
JRA,West 30th St Heliport
JRB,Downtown Manhattan H/p
JRC,Municipal Heliport
JRD,Heliport
JRE,East 60th Street H/P
JRH,Rowriah
JRK,Arsuk
JRN,Juruena
JRO,Kilimanjaro
JRS,Jerusalem
JSA,Jaisalmer
JSD,Sikorsky Heliport
JSG,San Rafael H/P
JSH,Sitia
JSI,Skiathos
JSK,Municipal Heliport
JSL,Steel Pier Hlpt
JSM,Jose De San Martin
JSN,Sherman Oaks H/P
JSO,Sodertalje Heliport
JSP,Seogwipo Heliport
JSR,Jessore
JSS,Spetsai Island
JST,Cambria County
JSU,Heliport
JSY,Syros Island
JTI,Jatai
JTO,Heliport
JTR,Santorini (Thira)
JTY,Astypalaia
JUA,Juara
JUB,Juba
JUC,Universal City H/P
JUI,Juist
JUJ,El Cadillal
JUL,Juliaca
JUM,Jumla
JUN,Jundah
JUO,Jurado
JUP,Cable Heliport
JUR,Jurien Bay
JUT,Juticalpa
JUV,Heliport
JUZ,Juzhou
JVA,Ankavandra
JVI,Central Jersey Regional Airport
JVL,Rock County
JWA,Jwaneng
JWC,Warner Cntr Bus. Plaza
JWH,Westchase Hilton H/P
JWL,Woodlawns
JWN,Zanjan
JXN,Reynolds Municipal
JYR,Jiroft
JYV,Jyvaskyla
JZH,Jiu Zhai Huang Long
KAA,Kasama
KAB,Kariba
KAC,Kameshli
KAD,Kaduna
KAE,SPB
KAF,Karato
KAG,Gangneung
KAH,City Heliport
KAI,Kaieteur
KAJ,Kajaani
KAK,Kar
KAL,Kaltag
KAM,Kamaran Is
KAN,Aminu Kano Intl Apt
KAO,Kuusamo
KAP,Kapanga
KAQ,Kamulai
KAR,Kamarang
KAS,Karasburg
KAT,Kaitaia
KAU,Kauhava
KAV,Kavanayen
KAW,Kawthaung
KAX,Kalbarri
KAY,Wakaya Island
KAZ,Kau
KBA,Kabala
KBB,Kirkimbie
KBC,Birch Creek
KBD,Kimberley Downs
KBE,Hot Springs SPB
KBF,Karubaga
KBG,Kabalega Falls
KBH,Kalat
KBI,Kribi
KBJ,Kings Canyon
KBK,Klag Bay
KBL,Khwaja Rawash
KBM,Kabwum
KBN,Kabinda
KBO,Kabalo
KBP,Borispol
KBQ,Kasungu
KBR,Sultan Ismail Petra
KBS,Bo
KBT,Kaben
KBU,Kotabaru
KBV,Krabi
KBW,Chignik Bay
KBX,Kambuaya
KBY,Streaky Bay
KBZ,Kaikoura
KCA,Kuqa
KCB,Tepoe Airstrip
KCC,Coffman Cove SPB
KCD,Kamur
KCE,Collinsville
KCF,Kadanwari
KCG,Fisheries
KCH,Kuching
KCI,Kon
KCJ,Komaio
KCK,Fairfax Municipal
KCL,Lagoon
KCM,Kahramanmaras
KCN,SPB
KCO,Cengiz Topel
KCP,Kamenets-podolskiy
KCQ,Chignik
KCR,Colorado Creek
KCS,Kings Creek Station
KCT,Koggala
KCU,Masindi
KCZ,Kochi
KDA,Kolda
KDB,Kambalda
KDC,Kandi
KDD,Khuzdar
KDE,Koroba
KDF,Kouba
KDG,Kardjali
KDH,Kandahar
KDI,Wolter Monginsidi
KDK,Municipal
KDL,Kardla
KDM,Kaadedhdhoo
KDN,Ndende
KDO,Kadhdhoo
KDP,Kandep
KDQ,Kamberatoro
KDR,Kandrian
KDS,Kamaran Downs
KDT,Kamphangsaen
KDU,Skardu
KDV,Kandavu
KDW,Vic. Resevour Kandy
KDY,Mahaweli
KDZ,Polgolla Reservoir
KEA,Keisah
KEB,Nanwalek
KEC,Kasenga
KED,Kaedi
KEE,Kelle
KEF,Keflavik International
KEG,Keglsugl
KEH,Kenmore Air Harbor
KEI,Kepi
KEJ,Kemerovo
KEK,Ekwok
KEL,Kiel-Holtenau
KEM,Kemi/Tornio
KEN,Kenema
KEO,Odienne
KEP,Nepalganj
KEQ,Kebar
KER,Kerman
KES,Kelsey
KET,Keng Tung
KEU,Kelly Bar
KEV,Halli
KEW,Keewaywin
KEX,Kanabea
KEY,Kericho
KEZ,Kelaniya River
KFA,Kiffa
KFG,Kalkurung
KFP,False Pass
KFS,Kastamonu
KGA,Kananga
KGB,Konge
KGC,Kingscote
KGD,Kaliningrad
KGE,Kagau
KGF,Karaganda
KGG,Kedougou
KGH,Yongai
KGI,Kalgoorlie
KGJ,Karonga
KGK,New Koliganek
KGL,Gregoire Kayibanda
KGM,Kungum
KGN,Kasongo Lunda
KGO,Kirovograd
KGP,Kogalym International
KGR,Kulgera
KGS,Kos Island International Airport
KGU,Keningau
KGW,Kagi
KGX,Grayling
KGY,Kingaroy
KGZ,Glacier Creek
KHA,Khaneh
KHC,Kerch
KHD,Khorramabad
KHE,Kherson
KHG,Kashi
KHH,Kaoshiung International Airport
KHI,Quaid-e-azam Intl
KHJ,Kauhajoki
KHK,Khark Island
KHL,Khulna
KHM,Khamti
KHN,Nanchang
KHO,Khoka Moya
KHR,Kharkhorin
KHS,Khasab
KHT,Khost
KHU,Kremenchug
KHV,Khabarovsk(Novy)
KHW,Khwai River Lodge
KHY,Khoy
KHZ,Kauehi
KIA,Kaiapit
KIB,SPB
KIC,Mesa Del Rey
KID,Kristianstad
KIE,Aropa
KIF,Kingfisher Lake
KIG,Koinghaas
KIH,Kish Island
KII,Kibuli
KIJ,Niigata
KIK,Kirkuk
KIL,Kilwa
KIM,Kimberley
KIN,Norman Manley
KIO,Kili Island
KIP,Kickapoo
KIQ,Kira
KIR,Kerry
KIS,Kisumu
KIT,Kithira
KIU,Kiunga
KIV,Kishinev
KIW,Southdowns
KIX,Kansai International
KIY,Kilwa
KIZ,Kikinonda
KJA,Emelyanovo
KJK,Kortrijk
KJP,Kerama
KJU,Kamiraba
KKA,Koyuk
KKB,SPB
KKC,Khon Kaen
KKD,Kokoda
KKE,Kerikeri/Bay of Islands
KKF,Kagvik Creek
KKG,Konawaruk
KKH,Kongiganak
KKI,Spb
KKJ,Kita Kyushu
KKK,Kalakaket AFS
